"Username","Trial","Condition.Number","Condition.Description","Condition.Notes","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","JOL","Procedure.Trial.Type","Procedure.Shuffle.1","Recall.Response","Recall_Score","platform"
"5f39b00fb05fd85622540c3a",253,17,"BACKWARD IS VERSION A","NEW","DEATH","BUSINESS","ON","U","Study Phase2","10","Test","Recall2","",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",265,17,"BACKWARD IS VERSION A","NEW","DEATH","BUSINESS","ON","U","Study Phase2","50","Test","Recall2","end",0,"prolific"
"5eca66659fac701cf2bfe75b",233,17,"BACKWARD IS VERSION A","NEW","DEBATE","SIGHT","ON","U","Study Phase2","10","Test","Recall2","",0,"prolific"
"5ece0cb4c501a118f01083f9",210,17,"BACKWARD IS VERSION A","NEW","DEBATE","SIGHT","ON","U","Study Phase2","35","Test","Recall2","discussion",0,"prolific"
"5f39b00fb05fd85622540c3a",279,17,"BACKWARD IS VERSION A","NEW","DEBATE","SIGHT","ON","U","Study Phase2","25","Test","Recall2","Discuss",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",235,17,"BACKWARD IS VERSION A","NEW","DEBATE","SIGHT","ON","U","Study Phase2","2","Test","Recall2","talk",0,"prolific"
"5eca66659fac701cf2bfe75b",247,17,"BACKWARD IS VERSION A","NEW","DELINQUENT","BAD","ON","F","Study Phase2","75","Test","Recall2","BAD",100,"prolific"
"5ece0cb4c501a118f01083f9",233,17,"BACKWARD IS VERSION A","NEW","DELINQUENT","BAD","ON","F","Study Phase2","80","Test","Recall2","bad",100,"prolific"
"5f39b00fb05fd85622540c3a",271,17,"BACKWARD IS VERSION A","NEW","DELINQUENT","BAD","ON","F","Study Phase2","68","Test","Recall2","Bad",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",220,17,"BACKWARD IS VERSION A","NEW","DELINQUENT","BAD","ON","F","Study Phase2","70","Test","Recall2","bad",100,"prolific"
"5eca66659fac701cf2bfe75b",235,17,"BACKWARD IS VERSION A","NEW","DIETARY","SACKING","ON","U","Study Phase2","0","Test","Recall2","",0,"prolific"
"5ece0cb4c501a118f01083f9",275,17,"BACKWARD IS VERSION A","NEW","DIETARY","SACKING","ON","U","Study Phase2","9","Test","Recall2","stomach",0,"prolific"
"5f39b00fb05fd85622540c3a",226,17,"BACKWARD IS VERSION A","NEW","DIETARY","SACKING","ON","U","Study Phase2","12","Test","Recall2","Health",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",224,17,"BACKWARD IS VERSION A","NEW","DIETARY","SACKING","ON","U","Study Phase2","14","Test","Recall2","health",0,"prolific"
"5eca66659fac701cf2bfe75b",280,17,"BACKWARD IS VERSION A","NEW","DIGESTION","STOMACH","ON","F","Study Phase2","100","Test","Recall2","STOMACH",100,"prolific"
"5ece0cb4c501a118f01083f9",282,17,"BACKWARD IS VERSION A","NEW","DIGESTION","STOMACH","ON","F","Study Phase2","75","Test","Recall2","stomach",100,"prolific"
"5f39b00fb05fd85622540c3a",254,17,"BACKWARD IS VERSION A","NEW","DIGESTION","STOMACH","ON","F","Study Phase2","45","Test","Recall2","Stomach",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",236,17,"BACKWARD IS VERSION A","NEW","DIGESTION","STOMACH","ON","F","Study Phase2","89","Test","Recall2","stomach",100,"prolific"
"5eca66659fac701cf2bfe75b",266,17,"BACKWARD IS VERSION A","NEW","DISCOVER","FLOOR","ON","U","Study Phase2","0","Test","Recall2","",0,"prolific"
"5ece0cb4c501a118f01083f9",246,17,"BACKWARD IS VERSION A","NEW","DISCOVER","FLOOR","ON","U","Study Phase2","20","Test","Recall2","find",0,"prolific"
"5f39b00fb05fd85622540c3a",252,17,"BACKWARD IS VERSION A","NEW","DISCOVER","FLOOR","ON","U","Study Phase2","12","Test","Recall2","Floor",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",283,17,"BACKWARD IS VERSION A","NEW","DISCOVER","FLOOR","ON","U","Study Phase2","20","Test","Recall2","adventure",0,"prolific"
"5eca66659fac701cf2bfe75b",274,17,"BACKWARD IS VERSION A","NEW","DISCUSSION","TALK","ON","F","Study Phase2","85","Test","Recall2","",0,"prolific"
"5ece0cb4c501a118f01083f9",278,17,"BACKWARD IS VERSION A","NEW","DISCUSSION","TALK","ON","F","Study Phase2","89","Test","Recall2","talk",100,"prolific"
"5f39b00fb05fd85622540c3a",283,17,"BACKWARD IS VERSION A","NEW","DISCUSSION","TALK","ON","F","Study Phase2","55","Test","Recall2","Debate",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",241,17,"BACKWARD IS VERSION A","NEW","DISCUSSION","TALK","ON","F","Study Phase2","88","Test","Recall2","debate",0,"prolific"
"5eca66659fac701cf2bfe75b",216,17,"BACKWARD IS VERSION A","NEW","DRINK","SIP","ON","B","Study Phase2","75","Test","Recall2","WINE",0,"prolific"
"5ece0cb4c501a118f01083f9",265,17,"BACKWARD IS VERSION A","NEW","DRINK","SIP","ON","B","Study Phase2","70","Test","Recall2","",0,"prolific"
"5f39b00fb05fd85622540c3a",217,17,"BACKWARD IS VERSION A","NEW","DRINK","SIP","ON","B","Study Phase2","35","Test","Recall2","Water",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",284,17,"BACKWARD IS VERSION A","NEW","DRINK","SIP","ON","B","Study Phase2","69","Test","Recall2","sip",100,"prolific"
"5eca66659fac701cf2bfe75b",257,17,"BACKWARD IS VERSION A","NEW","DUE","ASSIGNMENT","ON","S","Study Phase2","40","Test","Recall2","DATE",0,"prolific"
"5ece0cb4c501a118f01083f9",248,17,"BACKWARD IS VERSION A","NEW","DUE","ASSIGNMENT","ON","S","Study Phase2","90","Test","Recall2","assignment",100,"prolific"
"5f39b00fb05fd85622540c3a",229,17,"BACKWARD IS VERSION A","NEW","DUE","ASSIGNMENT","ON","S","Study Phase2","15","Test","Recall2","Assignment",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",209,17,"BACKWARD IS VERSION A","NEW","DUE","ASSIGNMENT","ON","S","Study Phase2","77","Test","Recall2","",0,"prolific"
"5eca66659fac701cf2bfe75b",262,17,"BACKWARD IS VERSION A","NEW","DUMP","WASTE","ON","S","Study Phase2","80","Test","Recall2","TRASH",0,"prolific"
"5ece0cb4c501a118f01083f9",229,17,"BACKWARD IS VERSION A","NEW","DUMP","WASTE","ON","S","Study Phase2","60","Test","Recall2","trash",0,"prolific"
"5f39b00fb05fd85622540c3a",230,17,"BACKWARD IS VERSION A","NEW","DUMP","WASTE","ON","S","Study Phase2","48","Test","Recall2","Trash",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",288,17,"BACKWARD IS VERSION A","NEW","DUMP","WASTE","ON","S","Study Phase2","70","Test","Recall2","trash",0,"prolific"
"5eca66659fac701cf2bfe75b",219,17,"BACKWARD IS VERSION A","NEW","EDITOR","NEWS","ON","F","Study Phase2","70","Test","Recall2","",0,"prolific"
"5ece0cb4c501a118f01083f9",283,17,"BACKWARD IS VERSION A","NEW","EDITOR","NEWS","ON","F","Study Phase2","40","Test","Recall2","news",100,"prolific"
"5f39b00fb05fd85622540c3a",248,17,"BACKWARD IS VERSION A","NEW","EDITOR","NEWS","ON","F","Study Phase2","75","Test","Recall2","News",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",233,17,"BACKWARD IS VERSION A","NEW","EDITOR","NEWS","ON","F","Study Phase2","67","Test","Recall2","paper",0,"prolific"
"5eca66659fac701cf2bfe75b",252,17,"BACKWARD IS VERSION A","NEW","FIRE","BLAZE","ON","B","Study Phase2","60","Test","Recall2","BURN",0,"prolific"
"5ece0cb4c501a118f01083f9",242,17,"BACKWARD IS VERSION A","NEW","FIRE","BLAZE","ON","B","Study Phase2","60","Test","Recall2","",0,"prolific"
"5f39b00fb05fd85622540c3a",245,17,"BACKWARD IS VERSION A","NEW","FIRE","BLAZE","ON","B","Study Phase2","45","Test","Recall2","Flame",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",213,17,"BACKWARD IS VERSION A","NEW","FIRE","BLAZE","ON","B","Study Phase2","66","Test","Recall2","",0,"prolific"
"5eca66659fac701cf2bfe75b",249,17,"BACKWARD IS VERSION A","NEW","FIX","HAND","ON","U","Study Phase2","30","Test","Recall2","",0,"prolific"
"5ece0cb4c501a118f01083f9",239,17,"BACKWARD IS VERSION A","NEW","FIX","HAND","ON","U","Study Phase2","69","Test","Recall2","hand",100,"prolific"
"5f39b00fb05fd85622540c3a",265,17,"BACKWARD IS VERSION A","NEW","FIX","HAND","ON","U","Study Phase2","31","Test","Recall2","Hammer",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",281,17,"BACKWARD IS VERSION A","NEW","FIX","HAND","ON","U","Study Phase2","55","Test","Recall2","",0,"prolific"
"5eca66659fac701cf2bfe75b",212,17,"BACKWARD IS VERSION A","NEW","FULL","ENOUGH","ON","B","Study Phase2","80","Test","Recall2","GLASS",0,"prolific"
"5ece0cb4c501a118f01083f9",264,17,"BACKWARD IS VERSION A","NEW","FULL","ENOUGH","ON","B","Study Phase2","86","Test","Recall2","enough",100,"prolific"
"5f39b00fb05fd85622540c3a",266,17,"BACKWARD IS VERSION A","NEW","FULL","ENOUGH","ON","B","Study Phase2","42","Test","Recall2","Enough",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",251,17,"BACKWARD IS VERSION A","NEW","FULL","ENOUGH","ON","B","Study Phase2","78","Test","Recall2","",0,"prolific"
"5eca66659fac701cf2bfe75b",222,17,"BACKWARD IS VERSION A","NEW","GEOLOGY","ROCK","ON","F","Study Phase2","80","Test","Recall2","ROCK",100,"prolific"
"5ece0cb4c501a118f01083f9",269,17,"BACKWARD IS VERSION A","NEW","GEOLOGY","ROCK","ON","F","Study Phase2","86","Test","Recall2","rock",100,"prolific"
"5f39b00fb05fd85622540c3a",269,17,"BACKWARD IS VERSION A","NEW","GEOLOGY","ROCK","ON","F","Study Phase2","62","Test","Recall2","Rocks",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",255,17,"BACKWARD IS VERSION A","NEW","GEOLOGY","ROCK","ON","F","Study Phase2","90","Test","Recall2","rocks",100,"prolific"
"5eca66659fac701cf2bfe75b",269,17,"BACKWARD IS VERSION A","NEW","GREAT","FANTASTIC","ON","B","Study Phase2","90","Test","Recall2","FANTASTIC",100,"prolific"
"5ece0cb4c501a118f01083f9",262,17,"BACKWARD IS VERSION A","NEW","GREAT","FANTASTIC","ON","B","Study Phase2","86","Test","Recall2","amazing",0,"prolific"
"5f39b00fb05fd85622540c3a",210,17,"BACKWARD IS VERSION A","NEW","GREAT","FANTASTIC","ON","B","Study Phase2","40","Test","Recall2","Fantastic",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",228,17,"BACKWARD IS VERSION A","NEW","GREAT","FANTASTIC","ON","B","Study Phase2","87","Test","Recall2","amazing",0,"prolific"
"5eca66659fac701cf2bfe75b",238,17,"BACKWARD IS VERSION A","NEW","GRILL","BAR","ON","S","Study Phase2","85","Test","Recall2","",0,"prolific"
"5ece0cb4c501a118f01083f9",287,17,"BACKWARD IS VERSION A","NEW","GRILL","BAR","ON","S","Study Phase2","80","Test","Recall2","barbeque",0,"prolific"
"5f39b00fb05fd85622540c3a",251,17,"BACKWARD IS VERSION A","NEW","GRILL","BAR","ON","S","Study Phase2","32","Test","Recall2","Bar",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",215,17,"BACKWARD IS VERSION A","NEW","GRILL","BAR","ON","S","Study Phase2","76","Test","Recall2","",0,"prolific"
"5eca66659fac701cf2bfe75b",287,17,"BACKWARD IS VERSION A","NEW","HAPPY","CAR","ON","U","Study Phase2","0","Test","Recall2","",0,"prolific"
"5ece0cb4c501a118f01083f9",260,17,"BACKWARD IS VERSION A","NEW","HAPPY","CAR","ON","U","Study Phase2","45","Test","Recall2","",0,"prolific"
"5f39b00fb05fd85622540c3a",285,17,"BACKWARD IS VERSION A","NEW","HAPPY","CAR","ON","U","Study Phase2","47","Test","Recall2","Sad",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",231,17,"BACKWARD IS VERSION A","NEW","HAPPY","CAR","ON","U","Study Phase2","67","Test","Recall2","",0,"prolific"
"5eca66659fac701cf2bfe75b",215,17,"BACKWARD IS VERSION A","NEW","HEIGHT","GROWTH","ON","B","Study Phase2","80","Test","Recall2","TALL",0,"prolific"
"5ece0cb4c501a118f01083f9",273,17,"BACKWARD IS VERSION A","NEW","HEIGHT","GROWTH","ON","B","Study Phase2","70","Test","Recall2","growth",100,"prolific"
"5f39b00fb05fd85622540c3a",238,17,"BACKWARD IS VERSION A","NEW","HEIGHT","GROWTH","ON","B","Study Phase2","54","Test","Recall2","Measure",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",264,17,"BACKWARD IS VERSION A","NEW","HEIGHT","GROWTH","ON","B","Study Phase2","70","Test","Recall2","",0,"prolific"
"5eca66659fac701cf2bfe75b",246,17,"BACKWARD IS VERSION A","NEW","HERD","COW","ON","F","Study Phase2","80","Test","Recall2","COW",100,"prolific"
"5ece0cb4c501a118f01083f9",259,17,"BACKWARD IS VERSION A","NEW","HERD","COW","ON","F","Study Phase2","80","Test","Recall2","cow",100,"prolific"
"5f39b00fb05fd85622540c3a",263,17,"BACKWARD IS VERSION A","NEW","HERD","COW","ON","F","Study Phase2","65","Test","Recall2","Cow",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",278,17,"BACKWARD IS VERSION A","NEW","HERD","COW","ON","F","Study Phase2","80","Test","Recall2","cows",100,"prolific"
"5eca66659fac701cf2bfe75b",240,17,"BACKWARD IS VERSION A","NEW","HIDE","SICK","ON","U","Study Phase2","5","Test","Recall2","",0,"prolific"
"5ece0cb4c501a118f01083f9",280,17,"BACKWARD IS VERSION A","NEW","HIDE","SICK","ON","U","Study Phase2","80","Test","Recall2","",0,"prolific"
"5f39b00fb05fd85622540c3a",275,17,"BACKWARD IS VERSION A","NEW","HIDE","SICK","ON","U","Study Phase2","42","Test","Recall2","Seek",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",289,17,"BACKWARD IS VERSION A","NEW","HIDE","SICK","ON","U","Study Phase2","20","Test","Recall2","seek",0,"prolific"
"5eca66659fac701cf2bfe75b",232,17,"BACKWARD IS VERSION A","NEW","HONEY","BEE","ON","S","Study Phase2","100","Test","Recall2","BEE",100,"prolific"
"5ece0cb4c501a118f01083f9",235,17,"BACKWARD IS VERSION A","NEW","HONEY","BEE","ON","S","Study Phase2","90","Test","Recall2","bee",100,"prolific"
"5f39b00fb05fd85622540c3a",227,17,"BACKWARD IS VERSION A","NEW","HONEY","BEE","ON","S","Study Phase2","90","Test","Recall2","Bee",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",259,17,"BACKWARD IS VERSION A","NEW","HONEY","BEE","ON","S","Study Phase2","93","Test","Recall2","",0,"prolific"
"5eca66659fac701cf2bfe75b",236,17,"BACKWARD IS VERSION A","NEW","HORNET","STING","ON","F","Study Phase2","85","Test","Recall2","STING",100,"prolific"
"5ece0cb4c501a118f01083f9",213,17,"BACKWARD IS VERSION A","NEW","HORNET","STING","ON","F","Study Phase2","90","Test","Recall2","wasp",0,"prolific"
"5f39b00fb05fd85622540c3a",287,17,"BACKWARD IS VERSION A","NEW","HORNET","STING","ON","F","Study Phase2","49","Test","Recall2","Sting",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",252,17,"BACKWARD IS VERSION A","NEW","HORNET","STING","ON","F","Study Phase2","77","Test","Recall2","sting",100,"prolific"
"5eca66659fac701cf2bfe75b",227,17,"BACKWARD IS VERSION A","NEW","HOT","CHILI","ON","B","Study Phase2","95","Test","Recall2","",0,"prolific"
"5ece0cb4c501a118f01083f9",219,17,"BACKWARD IS VERSION A","NEW","HOT","CHILI","ON","B","Study Phase2","49","Test","Recall2","chili",100,"prolific"
"5f39b00fb05fd85622540c3a",218,17,"BACKWARD IS VERSION A","NEW","HOT","CHILI","ON","B","Study Phase2","58","Test","Recall2","Temperature",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",222,17,"BACKWARD IS VERSION A","NEW","HOT","CHILI","ON","B","Study Phase2","80","Test","Recall2","chili",100,"prolific"
"5eca66659fac701cf2bfe75b",261,17,"BACKWARD IS VERSION A","NEW","HUNGER","FAMINE","ON","B","Study Phase2","95","Test","Recall2","",0,"prolific"
"5ece0cb4c501a118f01083f9",225,17,"BACKWARD IS VERSION A","NEW","HUNGER","FAMINE","ON","B","Study Phase2","80","Test","Recall2","park",0,"prolific"
"5f39b00fb05fd85622540c3a",258,17,"BACKWARD IS VERSION A","NEW","HUNGER","FAMINE","ON","B","Study Phase2","58","Test","Recall2","Food",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",216,17,"BACKWARD IS VERSION A","NEW","HUNGER","FAMINE","ON","B","Study Phase2","89","Test","Recall2","starving",0,"prolific"
"5eca66659fac701cf2bfe75b",242,17,"BACKWARD IS VERSION A","NEW","HYGIENE","CLEAN","ON","F","Study Phase2","90","Test","Recall2","CLEAN",100,"prolific"
"5ece0cb4c501a118f01083f9",253,17,"BACKWARD IS VERSION A","NEW","HYGIENE","CLEAN","ON","F","Study Phase2",NA,"Test","Recall2","clean",100,"prolific"
"5f39b00fb05fd85622540c3a",267,17,"BACKWARD IS VERSION A","NEW","HYGIENE","CLEAN","ON","F","Study Phase2","75","Test","Recall2","Clean",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",238,17,"BACKWARD IS VERSION A","NEW","HYGIENE","CLEAN","ON","F","Study Phase2","93","Test","Recall2","clean",100,"prolific"
"5eca66659fac701cf2bfe75b",220,17,"BACKWARD IS VERSION A","NEW","KEY","LATCH","ON","B","Study Phase2","55","Test","Recall2","",0,"prolific"
"5ece0cb4c501a118f01083f9",272,17,"BACKWARD IS VERSION A","NEW","KEY","LATCH","ON","B","Study Phase2","60","Test","Recall2","latch",100,"prolific"
"5f39b00fb05fd85622540c3a",209,17,"BACKWARD IS VERSION A","NEW","KEY","LATCH","ON","B","Study Phase2","35","Test","Recall2","Enter",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",277,17,"BACKWARD IS VERSION A","NEW","KEY","LATCH","ON","B","Study Phase2","70","Test","Recall2","latch",100,"prolific"
"5eca66659fac701cf2bfe75b",250,17,"BACKWARD IS VERSION A","NEW","KIDNEY","LIVER","ON","S","Study Phase2","60","Test","Recall2","LIVER",100,"prolific"
"5ece0cb4c501a118f01083f9",236,17,"BACKWARD IS VERSION A","NEW","KIDNEY","LIVER","ON","S","Study Phase2","60","Test","Recall2","liver",100,"prolific"
"5f39b00fb05fd85622540c3a",214,17,"BACKWARD IS VERSION A","NEW","KIDNEY","LIVER","ON","S","Study Phase2","32","Test","Recall2","Liver",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",261,17,"BACKWARD IS VERSION A","NEW","KIDNEY","LIVER","ON","S","Study Phase2","79","Test","Recall2","liver",100,"prolific"
"5eca66659fac701cf2bfe75b",251,17,"BACKWARD IS VERSION A","NEW","KING","VASE","ON","U","Study Phase2","0","Test","Recall2","",0,"prolific"
"5ece0cb4c501a118f01083f9",212,17,"BACKWARD IS VERSION A","NEW","KING","VASE","ON","U","Study Phase2","40","Test","Recall2","queen",0,"prolific"
"5f39b00fb05fd85622540c3a",272,17,"BACKWARD IS VERSION A","NEW","KING","VASE","ON","U","Study Phase2","23","Test","Recall2","Queen",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",248,17,"BACKWARD IS VERSION A","NEW","KING","VASE","ON","U","Study Phase2","19","Test","Recall2","vase",100,"prolific"
"5eca66659fac701cf2bfe75b",248,17,"BACKWARD IS VERSION A","NEW","LAW","ATTORNEY","ON","B","Study Phase2","90","Test","Recall2","JUSTICE",0,"prolific"
"5ece0cb4c501a118f01083f9",271,17,"BACKWARD IS VERSION A","NEW","LAW","ATTORNEY","ON","B","Study Phase2","70","Test","Recall2","attorney",100,"prolific"
"5f39b00fb05fd85622540c3a",220,17,"BACKWARD IS VERSION A","NEW","LAW","ATTORNEY","ON","B","Study Phase2","67","Test","Recall2","Attorney",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",287,17,"BACKWARD IS VERSION A","NEW","LAW","ATTORNEY","ON","B","Study Phase2","90","Test","Recall2","attorney",100,"prolific"
"5eca66659fac701cf2bfe75b",225,17,"BACKWARD IS VERSION A","NEW","LETTUCE","SALAD","ON","S","Study Phase2","90","Test","Recall2","SALAD",100,"prolific"
"5ece0cb4c501a118f01083f9",284,17,"BACKWARD IS VERSION A","NEW","LETTUCE","SALAD","ON","S","Study Phase2","98","Test","Recall2","salafd",100,"prolific"
"5f39b00fb05fd85622540c3a",246,17,"BACKWARD IS VERSION A","NEW","LETTUCE","SALAD","ON","S","Study Phase2","68","Test","Recall2","Salad",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",263,17,"BACKWARD IS VERSION A","NEW","LETTUCE","SALAD","ON","S","Study Phase2","90","Test","Recall2","salad",100,"prolific"
"5eca66659fac701cf2bfe75b",282,17,"BACKWARD IS VERSION A","NEW","LIFT","WOMAN","ON","U","Study Phase2","20","Test","Recall2","WOMAN",100,"prolific"
"5ece0cb4c501a118f01083f9",263,17,"BACKWARD IS VERSION A","NEW","LIFT","WOMAN","ON","U","Study Phase2","66","Test","Recall2","woman",100,"prolific"
"5f39b00fb05fd85622540c3a",222,17,"BACKWARD IS VERSION A","NEW","LIFT","WOMAN","ON","U","Study Phase2","32","Test","Recall2","",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",274,17,"BACKWARD IS VERSION A","NEW","LIFT","WOMAN","ON","U","Study Phase2","54","Test","Recall2","",0,"prolific"
"5eca66659fac701cf2bfe75b",218,17,"BACKWARD IS VERSION A","NEW","LOCATION","SITE","ON","S","Study Phase2","65","Test","Recall2","",0,"prolific"
"5ece0cb4c501a118f01083f9",279,17,"BACKWARD IS VERSION A","NEW","LOCATION","SITE","ON","S","Study Phase2","50","Test","Recall2","",0,"prolific"
"5f39b00fb05fd85622540c3a",242,17,"BACKWARD IS VERSION A","NEW","LOCATION","SITE","ON","S","Study Phase2","35","Test","Recall2","Place",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",270,17,"BACKWARD IS VERSION A","NEW","LOCATION","SITE","ON","S","Study Phase2","70","Test","Recall2","",0,"prolific"
"5eca66659fac701cf2bfe75b",256,17,"BACKWARD IS VERSION A","NEW","MACHINE","POSITION","ON","U","Study Phase2","0","Test","Recall2","",0,"prolific"
"5ece0cb4c501a118f01083f9",247,17,"BACKWARD IS VERSION A","NEW","MACHINE","POSITION","ON","U","Study Phase2","69","Test","Recall2","",0,"prolific"
"5f39b00fb05fd85622540c3a",240,17,"BACKWARD IS VERSION A","NEW","MACHINE","POSITION","ON","U","Study Phase2","24","Test","Recall2","Wash",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",227,17,"BACKWARD IS VERSION A","NEW","MACHINE","POSITION","ON","U","Study Phase2","13","Test","Recall2","",0,"prolific"
"5eca66659fac701cf2bfe75b",263,17,"BACKWARD IS VERSION A","NEW","MATH","DIVISION","ON","B","Study Phase2","70","Test","Recall2","NUMBER",0,"prolific"
"5ece0cb4c501a118f01083f9",227,17,"BACKWARD IS VERSION A","NEW","MATH","DIVISION","ON","B","Study Phase2","75","Test","Recall2","division",100,"prolific"
"5f39b00fb05fd85622540c3a",261,17,"BACKWARD IS VERSION A","NEW","MATH","DIVISION","ON","B","Study Phase2","52","Test","Recall2","Divide",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",237,17,"BACKWARD IS VERSION A","NEW","MATH","DIVISION","ON","B","Study Phase2","88","Test","Recall2","division",100,"prolific"
"5eca66659fac701cf2bfe75b",286,17,"BACKWARD IS VERSION A","NEW","MEANING","DEFINITION","ON","S","Study Phase2","80","Test","Recall2","DEFINITION",100,"prolific"
"5ece0cb4c501a118f01083f9",228,17,"BACKWARD IS VERSION A","NEW","MEANING","DEFINITION","ON","S","Study Phase2","80","Test","Recall2","definition",100,"prolific"
"5f39b00fb05fd85622540c3a",213,17,"BACKWARD IS VERSION A","NEW","MEANING","DEFINITION","ON","S","Study Phase2","56","Test","Recall2","Synonym",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",254,17,"BACKWARD IS VERSION A","NEW","MEANING","DEFINITION","ON","S","Study Phase2","100","Test","Recall2","definition",100,"prolific"
"5eca66659fac701cf2bfe75b",230,17,"BACKWARD IS VERSION A","NEW","NUMBER","AMOUNT","ON","S","Study Phase2","80","Test","Recall2","",0,"prolific"
"5ece0cb4c501a118f01083f9",231,17,"BACKWARD IS VERSION A","NEW","NUMBER","AMOUNT","ON","S","Study Phase2","50","Test","Recall2","amount",100,"prolific"
"5f39b00fb05fd85622540c3a",289,17,"BACKWARD IS VERSION A","NEW","NUMBER","AMOUNT","ON","S","Study Phase2","67","Test","Recall2","Division",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",211,17,"BACKWARD IS VERSION A","NEW","NUMBER","AMOUNT","ON","S","Study Phase2","87","Test","Recall2","",0,"prolific"
"5eca66659fac701cf2bfe75b",229,17,"BACKWARD IS VERSION A","NEW","ORCHID","FLOWER","ON","F","Study Phase2","85","Test","Recall2","FLOWER",100,"prolific"
"5ece0cb4c501a118f01083f9",234,17,"BACKWARD IS VERSION A","NEW","ORCHID","FLOWER","ON","F","Study Phase2","34","Test","Recall2","plant",0,"prolific"
"5f39b00fb05fd85622540c3a",268,17,"BACKWARD IS VERSION A","NEW","ORCHID","FLOWER","ON","F","Study Phase2","80","Test","Recall2","Flower",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",217,17,"BACKWARD IS VERSION A","NEW","ORCHID","FLOWER","ON","F","Study Phase2","88","Test","Recall2","plant",0,"prolific"
"5eca66659fac701cf2bfe75b",221,17,"BACKWARD IS VERSION A","NEW","PARK","HUNGRY","ON","U","Study Phase2","20","Test","Recall2","",0,"prolific"
"5ece0cb4c501a118f01083f9",224,17,"BACKWARD IS VERSION A","NEW","PARK","HUNGRY","ON","U","Study Phase2","39","Test","Recall2","hunger",100,"prolific"
"5f39b00fb05fd85622540c3a",216,17,"BACKWARD IS VERSION A","NEW","PARK","HUNGRY","ON","U","Study Phase2","35","Test","Recall2","Car",0,"prolific"
"5f442ccbb1e66a74d2fbe9cb",242,17,"BACKWARD IS VERSION A","NEW","PARK","HUNGRY","ON","U","Study Phase2","11","Test","Recall2","",0,"prolific"
"5eca66659fac701cf2bfe75b",270,17,"BACKWARD IS VERSION A","NEW","PAST","FUTURE","ON","S","Study Phase2","95","Test","Recall2","FUTURE",100,"prolific"
"5ece0cb4c501a118f01083f9",257,17,"BACKWARD IS VERSION A","NEW","PAST","FUTURE","ON","S","Study Phase2","100","Test","Recall2","future",100,"prolific"
"5f39b00fb05fd85622540c3a",255,17,"BACKWARD IS VERSION A","NEW","PAST","FUTURE","ON","S","Study Phase2","92","Test","Recall2","Future",100,"prolific"
"5f442ccbb1e66a74d2fbe9cb",230,17,"BACKWARD IS VERSION A","NEW","PAST","FUTURE","ON","S","Study Phase2","99","Test","Recall2","future",100,"prolific"
"5eca66659fac701cf2bfe75b",214,17,"BACKWARD IS VERSION A","NEW","PAW","DOG","ON","F","Study Phase2","90","Test","Recall2","DOG",100,"prolific"
"5ece0cb4c501a118f01083f9",221,17,"BACKWARD IS VERSION A","NEW","PAW","DOG","ON","F","Study Phase2","70","Test","Recall2","",0,"prolific"
"5f39b00fb05fd85622540c3a",211,17,"BACKWARD IS VERSION A","NEW","PAW","DOG","ON","F","Study Phase2","45","Test","Recall2","Dog",100,"prolific"
