"Username","Condition.Description","Direction","Block","Version","Task","Score","Warning"
"w990058RAL","READ","B","1","sona","Recall",0,"no"
"w10013152_klj","READ","U","1","sona","Recall",0,"no"
"w10021803mm","READ","U","1","sona","Recall",0,"no"
"w10044784_jlg","READ","U","1","sona","Recall",0,"no"
"w10063353_sdp","READ","U","1","sona","Recall",0,"no"
"w607144_cdb","READ","U","1","sona","Recall",100,"no"
"w841337_kjm","READ","U","1","sona","Recall",0,"no"
"w990058RAL","READ","U","1","sona","Recall",100,"no"
"w10013152_klj","READ","U","1","sona","Recall",100,"no"
"w10021803mm","READ","U","1","sona","Recall",0,"no"
"w10044784_jlg","READ","U","1","sona","Recall",0,"no"
"w10063353_sdp","READ","U","1","sona","Recall",0,"no"
"w607144_cdb","READ","U","1","sona","Recall",100,"no"
"w841337_kjm","READ","U","1","sona","Recall",0,"no"
"w990058RAL","READ","U","1","sona","Recall",0,"no"
"w10013152_klj","READ","B","1","sona","Recall",0,"no"
"w10021803mm","READ","B","1","sona","Recall",0,"no"
"w10044784_jlg","READ","B","1","sona","Recall",0,"no"
"w10063353_sdp","READ","B","1","sona","Recall",100,"no"
"w607144_cdb","READ","B","1","sona","Recall",100,"no"
"w841337_kjm","READ","B","1","sona","Recall",100,"no"
"w990058RAL","READ","B","1","sona","Recall",100,"no"
"w10013152_klj","READ","F","1","sona","Recall",100,"no"
"w10021803mm","READ","F","1","sona","Recall",100,"no"
"w10044784_jlg","READ","F","1","sona","Recall",0,"no"
"w10063353_sdp","READ","F","1","sona","Recall",100,"no"
"w607144_cdb","READ","F","1","sona","Recall",100,"no"
"w841337_kjm","READ","F","1","sona","Recall",100,"no"
"w990058RAL","READ","F","1","sona","Recall",0,"no"
"w10013152_klj","READ","S","1","sona","Recall",100,"no"
"w10021803mm","READ","S","1","sona","Recall",0,"no"
"w10044784_jlg","READ","S","1","sona","Recall",0,"no"
"w10063353_sdp","READ","S","1","sona","Recall",100,"no"
"w607144_cdb","READ","S","1","sona","Recall",100,"no"
"w841337_kjm","READ","S","1","sona","Recall",100,"no"
"w990058RAL","READ","S","1","sona","Recall",100,"no"
"w10013152_klj","READ","U","1","sona","Recall",0,"no"
"w10021803mm","READ","U","1","sona","Recall",0,"no"
"w10044784_jlg","READ","U","1","sona","Recall",0,"no"
"w10063353_sdp","READ","U","1","sona","Recall",0,"no"
"w607144_cdb","READ","U","1","sona","Recall",0,"no"
"w841337_kjm","READ","U","1","sona","Recall",0,"no"
"w990058RAL","READ","U","1","sona","Recall",0,"no"
"w10013152_klj","READ","U","1","sona","Recall",0,"no"
"w10021803mm","READ","U","1","sona","Recall",0,"no"
"w10044784_jlg","READ","U","1","sona","Recall",0,"no"
"w10063353_sdp","READ","U","1","sona","Recall",0,"no"
"w607144_cdb","READ","U","1","sona","Recall",0,"no"
"w841337_kjm","READ","U","1","sona","Recall",0,"no"
"w990058RAL","READ","U","1","sona","Recall",0,"no"
"w10013152_klj","READ","F","1","sona","Recall",100,"no"
"w10021803mm","READ","F","1","sona","Recall",100,"no"
"w10044784_jlg","READ","F","1","sona","Recall",100,"no"
"w10063353_sdp","READ","F","1","sona","Recall",100,"no"
"w607144_cdb","READ","F","1","sona","Recall",100,"no"
"w841337_kjm","READ","F","1","sona","Recall",100,"no"
"w990058RAL","READ","F","1","sona","Recall",100,"no"
"w10013152_klj","READ","B","1","sona","Recall",0,"no"
"w10021803mm","READ","B","1","sona","Recall",0,"no"
"w10044784_jlg","READ","B","1","sona","Recall",0,"no"
"w10063353_sdp","READ","B","1","sona","Recall",0,"no"
"w607144_cdb","READ","B","1","sona","Recall",0,"no"
"w841337_kjm","READ","B","1","sona","Recall",100,"no"
"w990058RAL","READ","B","1","sona","Recall",0,"no"
"w10013152_klj","READ","F","1","sona","Recall",100,"no"
"w10021803mm","READ","F","1","sona","Recall",100,"no"
"w10044784_jlg","READ","F","1","sona","Recall",100,"no"
"w10063353_sdp","READ","F","1","sona","Recall",100,"no"
"w607144_cdb","READ","F","1","sona","Recall",100,"no"
"w841337_kjm","READ","F","1","sona","Recall",100,"no"
"w990058RAL","READ","F","1","sona","Recall",100,"no"
"w10013152_klj","READ","B","1","sona","Recall",0,"no"
"w10021803mm","READ","B","1","sona","Recall",100,"no"
"w10044784_jlg","READ","B","1","sona","Recall",0,"no"
"w10063353_sdp","READ","B","1","sona","Recall",0,"no"
"w607144_cdb","READ","B","1","sona","Recall",100,"no"
"w841337_kjm","READ","B","1","sona","Recall",100,"no"
"w990058RAL","READ","B","1","sona","Recall",100,"no"
"w10013152_klj","READ","B","1","sona","Recall",0,"no"
"w10021803mm","READ","B","1","sona","Recall",0,"no"
"w10044784_jlg","READ","B","1","sona","Recall",100,"no"
"w10063353_sdp","READ","B","1","sona","Recall",0,"no"
"w607144_cdb","READ","B","1","sona","Recall",100,"no"
"w841337_kjm","READ","B","1","sona","Recall",100,"no"
"w990058RAL","READ","B","1","sona","Recall",0,"no"
"w10013152_klj","READ","S","1","sona","Recall",0,"no"
"w10021803mm","READ","S","1","sona","Recall",100,"no"
"w10044784_jlg","READ","S","1","sona","Recall",0,"no"
"w10063353_sdp","READ","S","1","sona","Recall",100,"no"
"w607144_cdb","READ","S","1","sona","Recall",100,"no"
"w841337_kjm","READ","S","1","sona","Recall",100,"no"
"w990058RAL","READ","S","1","sona","Recall",100,"no"
"w10013152_klj","READ","F","1","sona","Recall",0,"no"
"w10021803mm","READ","F","1","sona","Recall",0,"no"
"w10044784_jlg","READ","F","1","sona","Recall",100,"no"
"w10063353_sdp","READ","F","1","sona","Recall",100,"no"
"w607144_cdb","READ","F","1","sona","Recall",100,"no"
"w841337_kjm","READ","F","1","sona","Recall",100,"no"
"w990058RAL","READ","F","1","sona","Recall",100,"no"
"w10013152_klj","READ","F","1","sona","Recall",100,"no"
"w10021803mm","READ","F","1","sona","Recall",100,"no"
"w10044784_jlg","READ","F","1","sona","Recall",100,"no"
"w10063353_sdp","READ","F","1","sona","Recall",0,"no"
"w607144_cdb","READ","F","1","sona","Recall",100,"no"
"w841337_kjm","READ","F","1","sona","Recall",100,"no"
"w990058RAL","READ","F","1","sona","Recall",100,"no"
"w10013152_klj","READ","U","1","sona","Recall",0,"no"
"w10021803mm","READ","U","1","sona","Recall",0,"no"
"w10044784_jlg","READ","U","1","sona","Recall",0,"no"
"w10063353_sdp","READ","U","1","sona","Recall",0,"no"
"w607144_cdb","READ","U","1","sona","Recall",100,"no"
"w841337_kjm","READ","U","1","sona","Recall",100,"no"
"w990058RAL","READ","U","1","sona","Recall",100,"no"
"w10013152_klj","READ","B","1","sona","Recall",100,"no"
"w10021803mm","READ","B","1","sona","Recall",0,"no"
"w10044784_jlg","READ","B","1","sona","Recall",0,"no"
"w10063353_sdp","READ","B","1","sona","Recall",100,"no"
"w607144_cdb","READ","B","1","sona","Recall",100,"no"
"w841337_kjm","READ","B","1","sona","Recall",100,"no"
"w990058RAL","READ","B","1","sona","Recall",100,"no"
"w10013152_klj","READ","S","1","sona","Recall",100,"no"
"w10021803mm","READ","S","1","sona","Recall",0,"no"
"w10044784_jlg","READ","S","1","sona","Recall",100,"no"
"w10063353_sdp","READ","S","1","sona","Recall",100,"no"
"w607144_cdb","READ","S","1","sona","Recall",100,"no"
"w841337_kjm","READ","S","1","sona","Recall",100,"no"
"w990058RAL","READ","S","1","sona","Recall",100,"no"
"w10013152_klj","READ","U","1","sona","Recall",0,"no"
"w10021803mm","READ","U","1","sona","Recall",0,"no"
"w10044784_jlg","READ","U","1","sona","Recall",0,"no"
"w10063353_sdp","READ","U","1","sona","Recall",100,"no"
"w607144_cdb","READ","U","1","sona","Recall",100,"no"
"w841337_kjm","READ","U","1","sona","Recall",100,"no"
"w990058RAL","READ","U","1","sona","Recall",0,"no"
"w10013152_klj","READ","S","1","sona","Recall",100,"no"
"w10021803mm","READ","S","1","sona","Recall",100,"no"
"w10044784_jlg","READ","S","1","sona","Recall",100,"no"
"w10063353_sdp","READ","S","1","sona","Recall",0,"no"
"w607144_cdb","READ","S","1","sona","Recall",100,"no"
"w841337_kjm","READ","S","1","sona","Recall",100,"no"
"w990058RAL","READ","S","1","sona","Recall",100,"no"
"w10013152_klj","READ","U","1","sona","Recall",0,"no"
"w10021803mm","READ","U","1","sona","Recall",0,"no"
"w10044784_jlg","READ","U","1","sona","Recall",100,"no"
"w10063353_sdp","READ","U","1","sona","Recall",0,"no"
"w607144_cdb","READ","U","1","sona","Recall",100,"no"
"w841337_kjm","READ","U","1","sona","Recall",100,"no"
"w990058RAL","READ","U","1","sona","Recall",0,"no"
"w10013152_klj","READ","B","1","sona","Recall",100,"no"
"w10021803mm","READ","B","1","sona","Recall",0,"no"
"w10044784_jlg","READ","B","1","sona","Recall",0,"no"
"w10063353_sdp","READ","B","1","sona","Recall",100,"no"
"w607144_cdb","READ","B","1","sona","Recall",100,"no"
"w841337_kjm","READ","B","1","sona","Recall",0,"no"
"w990058RAL","READ","B","1","sona","Recall",0,"no"
"w10013152_klj","READ","U","1","sona","Recall",0,"no"
"w10021803mm","READ","U","1","sona","Recall",0,"no"
"w10044784_jlg","READ","U","1","sona","Recall",0,"no"
"w10063353_sdp","READ","U","1","sona","Recall",0,"no"
"w607144_cdb","READ","U","1","sona","Recall",100,"no"
"w841337_kjm","READ","U","1","sona","Recall",0,"no"
"w990058RAL","READ","U","1","sona","Recall",0,"no"
"w10013152_klj","READ","F","1","sona","Recall",0,"no"
"w10021803mm","READ","F","1","sona","Recall",0,"no"
"w10044784_jlg","READ","F","1","sona","Recall",100,"no"
"w10063353_sdp","READ","F","1","sona","Recall",100,"no"
"w607144_cdb","READ","F","1","sona","Recall",100,"no"
"w841337_kjm","READ","F","1","sona","Recall",100,"no"
"w990058RAL","READ","F","1","sona","Recall",0,"no"
"w10013152_klj","READ","S","1","sona","Recall",100,"no"
"w10021803mm","READ","S","1","sona","Recall",0,"no"
"w10044784_jlg","READ","S","1","sona","Recall",100,"no"
"w10063353_sdp","READ","S","1","sona","Recall",100,"no"
"w607144_cdb","READ","S","1","sona","Recall",100,"no"
"w841337_kjm","READ","S","1","sona","Recall",100,"no"
"w990058RAL","READ","S","1","sona","Recall",100,"no"
"w10013152_klj","READ","S","1","sona","Recall",100,"no"
"w10021803mm","READ","S","1","sona","Recall",0,"no"
"w10044784_jlg","READ","S","1","sona","Recall",100,"no"
"w10063353_sdp","READ","S","1","sona","Recall",0,"no"
"w607144_cdb","READ","S","1","sona","Recall",100,"no"
"w841337_kjm","READ","S","1","sona","Recall",100,"no"
"w990058RAL","READ","S","1","sona","Recall",100,"no"
"w10013152_klj","READ","F","1","sona","Recall",100,"no"
"w10021803mm","READ","F","1","sona","Recall",0,"no"
"w10044784_jlg","READ","F","1","sona","Recall",100,"no"
"w10063353_sdp","READ","F","1","sona","Recall",100,"no"
"w607144_cdb","READ","F","1","sona","Recall",100,"no"
"w841337_kjm","READ","F","1","sona","Recall",100,"no"
"w990058RAL","READ","F","1","sona","Recall",0,"no"
"w10013152_klj","READ","S","1","sona","Recall",100,"no"
"w10021803mm","READ","S","1","sona","Recall",0,"no"
"w10044784_jlg","READ","S","1","sona","Recall",100,"no"
"w10063353_sdp","READ","S","1","sona","Recall",100,"no"
"w607144_cdb","READ","S","1","sona","Recall",100,"no"
"w841337_kjm","READ","S","1","sona","Recall",100,"no"
"w990058RAL","READ","S","1","sona","Recall",100,"no"
"w10013152_klj","READ","B","1","sona","Recall",100,"no"
"w10021803mm","READ","B","1","sona","Recall",0,"no"
"w10044784_jlg","READ","B","1","sona","Recall",100,"no"
"w10063353_sdp","READ","B","1","sona","Recall",100,"no"
"w607144_cdb","READ","B","1","sona","Recall",100,"no"
"w841337_kjm","READ","B","1","sona","Recall",100,"no"
"w990058RAL","READ","B","1","sona","Recall",0,"no"
"w10013152_klj","READ","U","1","sona","Recall",0,"no"
"w10021803mm","READ","U","1","sona","Recall",0,"no"
"w10044784_jlg","READ","U","1","sona","Recall",0,"no"
"w10063353_sdp","READ","U","1","sona","Recall",0,"no"
"w607144_cdb","READ","U","1","sona","Recall",100,"no"
"w841337_kjm","READ","U","1","sona","Recall",0,"no"
"w990058RAL","READ","U","1","sona","Recall",0,"no"
"w10013152_klj","READ","B","1","sona","Recall",0,"no"
"w10021803mm","READ","B","1","sona","Recall",0,"no"
"w10044784_jlg","READ","B","1","sona","Recall",0,"no"
"w10063353_sdp","READ","B","1","sona","Recall",0,"no"
"w607144_cdb","READ","B","1","sona","Recall",100,"no"
"w841337_kjm","READ","B","1","sona","Recall",100,"no"
"w990058RAL","READ","B","1","sona","Recall",100,"no"
"w10013152_klj","READ","F","1","sona","Recall",100,"no"
"w10021803mm","READ","F","1","sona","Recall",100,"no"
"w10044784_jlg","READ","F","1","sona","Recall",100,"no"
"w10063353_sdp","READ","F","1","sona","Recall",100,"no"
"w607144_cdb","READ","F","1","sona","Recall",100,"no"
"w841337_kjm","READ","F","1","sona","Recall",100,"no"
"w990058RAL","READ","F","1","sona","Recall",100,"no"
"w10013152_klj","READ","F","1","sona","Recall",100,"no"
"w10021803mm","READ","F","1","sona","Recall",100,"no"
"w10044784_jlg","READ","F","1","sona","Recall",100,"no"
"w10063353_sdp","READ","F","1","sona","Recall",0,"no"
"w607144_cdb","READ","F","1","sona","Recall",100,"no"
"w841337_kjm","READ","F","1","sona","Recall",100,"no"
"w990058RAL","READ","F","1","sona","Recall",0,"no"
"w10013152_klj","READ","S","1","sona","Recall",0,"no"
"w10021803mm","READ","S","1","sona","Recall",0,"no"
"w10044784_jlg","READ","S","1","sona","Recall",0,"no"
"w10063353_sdp","READ","S","1","sona","Recall",0,"no"
"w607144_cdb","READ","S","1","sona","Recall",100,"no"
"w841337_kjm","READ","S","1","sona","Recall",100,"no"
"w990058RAL","READ","S","1","sona","Recall",0,"no"
"w10013152_klj","READ","S","1","sona","Recall",100,"no"
"w10021803mm","READ","S","1","sona","Recall",0,"no"
"w10044784_jlg","READ","S","1","sona","Recall",0,"no"
"w10063353_sdp","READ","S","1","sona","Recall",100,"no"
"w607144_cdb","READ","S","1","sona","Recall",0,"no"
"w841337_kjm","READ","S","1","sona","Recall",100,"no"
"w990058RAL","READ","S","1","sona","Recall",100,"no"
"w10013152_klj","READ","F","1","sona","Recall",100,"no"
"w10021803mm","READ","F","1","sona","Recall",0,"no"
"w10044784_jlg","READ","F","1","sona","Recall",100,"no"
"w10063353_sdp","READ","F","1","sona","Recall",100,"no"
"w607144_cdb","READ","F","1","sona","Recall",100,"no"
"w841337_kjm","READ","F","1","sona","Recall",100,"no"
"w990058RAL","READ","F","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"W979583_jmw","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w908744kb","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"W979583_jmw","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"w100006205_rep","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","S","1","sona","Recall",0,"no"
"w10056329_kk","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"w908744kb","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"W979583_jmw","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","B","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w10056329_kk","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"W979583_jmw","ITEM SPECIFIC","B","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w10013386_JW","ITEM SPECIFIC","B","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"W979583_jmw","ITEM SPECIFIC","B","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","B","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","B","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"W979583_jmw","ITEM SPECIFIC","B","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w10013386_JW","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w10056329_kk","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","B","1","sona","Recall",100,"no"
"W979583_jmw","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"972730LB","ITEM SPECIFIC","U","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","U","1","sona","Recall",0,"no"
"w10013386_JW","ITEM SPECIFIC","U","1","sona","Recall",0,"no"
"w10056329_kk","ITEM SPECIFIC","U","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","U","1","sona","Recall",0,"no"
"W979583_jmw","ITEM SPECIFIC","U","1","sona","Recall",0,"no"
"972730LB","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w100006205_rep","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w908744kb","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"W979583_jmw","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","U","1","sona","Recall",100,"no"
"w100006205_rep","ITEM SPECIFIC","U","1","sona","Recall",0,"no"
"w10013386_JW","ITEM SPECIFIC","U","1","sona","Recall",0,"no"
"w10056329_kk","ITEM SPECIFIC","U","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","U","1","sona","Recall",0,"no"
"W979583_jmw","ITEM SPECIFIC","U","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","S","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","S","1","sona","Recall",0,"no"
"w10056329_kk","ITEM SPECIFIC","S","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"W979583_jmw","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w10013386_JW","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w10056329_kk","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"W979583_jmw","ITEM SPECIFIC","B","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w10013386_JW","ITEM SPECIFIC","B","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"W979583_jmw","ITEM SPECIFIC","B","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w100006205_rep","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"W979583_jmw","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w100006205_rep","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w908744kb","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"W979583_jmw","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w100006205_rep","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w908744kb","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"W979583_jmw","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"W979583_jmw","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","U","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","U","1","sona","Recall",0,"no"
"w10013386_JW","ITEM SPECIFIC","U","1","sona","Recall",0,"no"
"w10056329_kk","ITEM SPECIFIC","U","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","U","1","sona","Recall",0,"no"
"W979583_jmw","ITEM SPECIFIC","U","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","B","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w10056329_kk","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","B","1","sona","Recall",100,"no"
"W979583_jmw","ITEM SPECIFIC","B","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"W979583_jmw","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"W979583_jmw","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w908744kb","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"W979583_jmw","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w100006205_rep","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w908744kb","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"W979583_jmw","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","S","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","S","1","sona","Recall",0,"no"
"w10056329_kk","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"w908744kb","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"W979583_jmw","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","S","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","S","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"W979583_jmw","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","S","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","S","1","sona","Recall",0,"no"
"w10013386_JW","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","S","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","S","1","sona","Recall",0,"no"
"W979583_jmw","ITEM SPECIFIC","S","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w10013386_JW","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w10056329_kk","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w908744kb","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"W979583_jmw","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"972730LB","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w100006205_rep","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w908744kb","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"W979583_jmw","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w100006205_rep","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"w10013386_JW","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w10056329_kk","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"w908744kb","ITEM SPECIFIC","F","1","sona","Recall",0,"no"
"W979583_jmw","ITEM SPECIFIC","F","1","sona","Recall",100,"no"
"972730LB","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w100006205_rep","ITEM SPECIFIC","B","1","sona","Recall",100,"no"
"w10013386_JW","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
"w10056329_kk","ITEM SPECIFIC","B","1","sona","Recall",0,"no"
